source,section,subsection,type,content,tags,weight
networking cheat sheet,2. DNS CLEANUP (DC1),,command,"# View all A records in zone
Get-DnsServerResourceRecord -ZoneName ""BMC.test"" -RRType A | Select-Object HostName, @{N=""IP"";E={$_.RecordData.IPv4Address}}
# Remove stale DNS records
Remove-DnsServerResourceRecord -ZoneName ""BMC.test"" -RRType A -Name ""@"" -RecordData ""192.168.1.1"" -Force
Remove-DnsServerResourceRecord -ZoneName ""BMC.test"" -RRType A -Name ""@"" -RecordData ""192.168.127.177"" -Force
Remove-DnsServerResourceRecord -ZoneName ""BMC.test"" -RRType A -Name ""DomainDnsZones"" -RecordData ""192.168.1.1"" -Force
Remove-DnsServerResourceRecord -ZoneName ""BMC.test"" -RRType A -Name ""ForestDnsZones"" -RecordData ""192.168.1.1"" -Force
# Disable NAT adapter from registering in DNS
Set-DnsClient -InterfaceAlias ""Ethernet1"" -RegisterThisConnectionsAddress $false
# Re-register DNS
ipconfig /registerdns
ipconfig /flushdns
Restart-Service Netlogon","dns,dn,cleanup,dc1,view,records,record,zone,get-dnsserverresourcerecord,-dnsserverresourcerecord,zonename,zonenam,bmc,test,rrtype,select-object,hostname,hostnam,ip,address,subnet,cidr,host,network,dhcp,ipv4,recorddata,ipv4address,v4address,remove,delete,del,userdel,uninstall,erase,drop,remov,stale,remove-dnsserverresourcerecord,name,force,forc,domaindnszones,domaindnszon,forestdnszones,forestdnszon,disable,lock,deactivate,prevent,block,disabl,nat,translation,inside,outside,overload,masquerade,pat,adapter,adapt,registering,regist,set-dnsclient,interfacealias,interfacealia,ethernet1,registerthisconnectionsaddress,false,fals,re-register,re-regist,ipconfig,config,registerdns,registerdn,flushdns,flushdn,restart-service,restart-servic,netlogon,logon,zonename bmc,zonename bmc test,test rrtype,recorddata force,remove-dnsserverresourcerecord zonename,bmc test,all records,all records in",0.7106
networking cheat sheet,3. DHCP - POST INSTALL & AUTHORIZATION (DC1),,command,"# Install RSAT DHCP tools
Add-WindowsFeature RSAT-DHCP
# Import DHCP module
Import-Module DHCPServer
# Authorize DHCP server in Active Directory
Add-DhcpServerInDC -DnsName ""W2022Core2.BMC.test"" -IPAddress 192.168.14.4
Get-DhcpServerInDC
# Complete post-install config
Invoke-Command -ComputerName W2022Core2 -ScriptBlock {
Set-ItemProperty -Path ""HKLM:\SOFTWARE\Microsoft\ServerManager\ServicingStorage\ServerComponentCache\DHCPServer"" -Name ""ConfigurationState"" -Value 2
}
# Set DHCP DNS credentials (fixes error 20079)
$cred = Get-Credential BMC\Administrator
Set-DhcpServerDnsCredential -Credential $cred","cisco,router,switch,networking,commands,ios,dhcp,ip,address,lease,pool,network,dns,default,post,install,add,setup,deploy,enable,dnf,apt,rpm,configure,instal,authorization,author,dc1,rsat,tools,tool,add-windowsfeature,add-windowsfeatur,rsat-dhcp,import,module,modul,import-module,import-modul,dhcpserver,authorize,server,active,activ,directory,directori,add-dhcpserverindc,dnsname,w2022core2,bmc,test,ipaddress,get-dhcpserverindc,-dhcpserverindc,complete,complet,post-install,post-instal,config,invoke-command,computername,computernam,scriptblock,set-itemproperty,set-itemproperti,path,hklm,software,softwar,microsoft,servermanager,servermanag,servicingstorage,servicingstorag,servercomponentcache,servercomponentcach,name,configurationstate,configurationst,value,valu,dn,credentials,credenti,credential,fixes,fix,error,cred,get-credential,get-credenti,-credential,administrator,administr,set-dhcpserverdnscredential,set-dhcpserverdnscredenti,active directory,computername w2022core2,install rsat,add-dhcpserverindc dnsname,authorize dhcp,authorize dhcp server,dhcp dns,invoke-command computername,ipaddress get-dhcpserverindc",0.6349
networking cheat sheet,4. DHCP SCOPE CONFIGURATION (DC1 - managing Core remotely),,command,"# Create scope
Add-DhcpServerv4Scope -ComputerName W2022Core2 `
-Name ""BMC Scope"" `
-StartRange 192.168.14.100 `
-EndRange 192.168.14.199 `
-SubnetMask 255.255.255.0 `
-State Active
# Option 003 - Router/Gateway (RFC 2132)
Set-DhcpServerv4OptionValue -ComputerName W2022Core2 -ScopeId 192.168.14.0 -OptionId 3 -Value 192.168.14.1
# Option 006 - DNS Server (RFC 2132)
Set-DhcpServerv4OptionValue -ComputerName W2022Core2 -ScopeId 192.168.14.0 -OptionId 6 -Value 192.168.14.2
# Option 015 - Domain Name (RFC 2132)
Set-DhcpServerv4OptionValue -ComputerName W2022Core2 -ScopeId 192.168.14.0 -OptionId 15 -Value ""bmc.test""
# Verify
Get-DhcpServerv4Scope -ComputerName W2022Core2
Get-DhcpServerv4OptionValue -ComputerName W2022Core2 -ScopeId 192.168.14.0","cisco,router,switch,networking,commands,ios,dhcp,ip,address,lease,pool,network,dns,default,scope,configuration,configur,dc1,managing,manag,core,remotely,remot,create,add,new,make,useradd,adduser,setup,configure,install,build,creat,add-dhcpserverv4scope,add-dhcpserverv4scop,computername,computernam,w2022core2,name,bmc,startrange,startrang,endrange,endrang,subnetmask,state,active,activ,option,gateway,rfc,set-dhcpserverv4optionvalue,set-dhcpserverv4optionvalu,scopeid,optionid,value,valu,dn,server,domain,ad,active directory,forest,dc,join,client,computer,adds,school.test,test,verify,verifi,get-dhcpserverv4scope,get-dhcpserverv4scop,-dhcpserverv4scope,get-dhcpserverv4optionvalue,get-dhcpserverv4optionvalu,-dhcpserverv4optionvalue,computername w2022core2,scopeid optionid,dhcp scope configuration,endrange subnetmask,endrange subnetmask state,scope configuration,startrange endrange subnetmask,state active",0.6778
networking cheat sheet,5. WINDOWS DNS - ROUND ROBIN (DC1),,command,"# Add 3 A records for home.bmc.test (via DNS Manager GUI)
# Name: home, IP: 1.0.0.1 / 1.0.0.2 / 1.0.0.3 (same name, 3x)
# Test round robin from Windows 10 client
ipconfig /flushdns
nslookup home.bmc.test
# Repeat 3x - IP rotates between 1.0.0.1, 1.0.0.2, 1.0.0.3","windows,server,win,microsoft,ad,domain,active directory,window,dns,dn,round,robin,dc1,add,create,new,useradd,adduser,install,join,make,records,record,home,bmc,test,manager,manag,gui,name,ip,address,subnet,cidr,host,network,dhcp,ipv4,client,pc,desktop,computer,workstation,ipconfig,config,flushdns,flushdn,nslookup,repeat,rotates,rotat,bmc test,from windows client,records for,dns manager,from windows,ipconfig flushdns,windows client",0.7127
networking cheat sheet,6. LINUX BIND DNS - INSTALLATION,,command,sudo dnf install bind bind-utils,"linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,dns,dn,installation,instal,install,add,setup,deploy,enable,apt,configure,bind-utils,bind-util,bind bind-utils,dnf install bind,install bind,install bind bind-utils,linux bind,linux bind dns,bind dns,dnf install",0.7987
networking cheat sheet,7. LINUX BIND DNS - named.conf CONFIGURATION,,command,"sudo nano /etc/named.conf
# Changes in options block:
listen-on port 53 { 127.0.0.1; 192.168.15.1; };
allow-query { localhost; 192.168.15.0/24; };
# Forward zone (add before include lines):
zone ""bmc.example"" IN {
type master;
file ""bmc.example.zone"";
};
# Reverse zone (add before include lines):
zone ""15.168.192.in-addr.arpa"" IN {
type master;
file ""bmc.example.reverse"";
};
sudo named-checkconf","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,dns,dn,named,name,conf,configuration,configur,nano,changes,chang,change,options,option,block,listen-on,port,allow-query,allow-queri,localhost,forward,zone,add,create,new,useradd,adduser,install,join,make,include,includ,lines,line,bmc,example,exampl,master,file,reverse,revers,in-addr,arpa,named-checkconf,file bmc,in type,in type master,master file,master file bmc,named conf,type master,type master file",0.6551
networking cheat sheet,8. LINUX BIND DNS - FORWARD ZONE FILE,,command,"# /var/named/bmc.example.zone
$TTL 300
@       IN SOA  rocky1.bmc.example. hostmaster.bmc.example. (
2026030201     ; serial (YYYYMMDD##)
3M             ; refresh
1M             ; retry
30D            ; expire
1M )           ; minimum
NS      rocky1.bmc.example.
A       192.168.15.1
rocky1  A       192.168.15.1
dc1     A       192.168.14.1
core1   A       192.168.14.4","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,dns,dn,forward,zone,file,var,named,name,bmc,example,exampl,ttl,soa,rocky1,hostmaster,hostmast,serial,yyyymmdd,refresh,retry,retri,expire,expir,minimum,ns,dc1,core1,bmc example,rocky1 bmc example,rocky1 bmc,bmc example zone,example zone,file var,file var named,named bmc example",0.6547
networking cheat sheet,9. LINUX BIND DNS - REVERSE ZONE FILE,,command,"# /var/named/bmc.example.reverse
$TTL 300
@       IN SOA  rocky1.bmc.example. hostmaster.bmc.example. (
2026030201     ; serial (YYYYMMDD##)
3M             ; refresh
1M             ; retry
30D            ; expire
1M )           ; minimum
NS      rocky1.bmc.example.
1       IN PTR  rocky1.bmc.example.","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,dns,dn,reverse,revers,zone,file,var,named,name,bmc,example,exampl,ttl,soa,rocky1,hostmaster,hostmast,serial,yyyymmdd,refresh,retry,retri,expire,expir,minimum,ns,ptr,bmc example,rocky1 bmc example,rocky1 bmc,file var,file var named,named bmc example,ptr rocky1,ptr rocky1 bmc",0.6647
networking cheat sheet,10. LINUX BIND DNS - VERIFY & MANAGE,,command,"# Check zone files
sudo named-checkzone bmc.example /var/named/bmc.example.zone
sudo named-checkzone 15.168.192.in-addr.arpa /var/named/bmc.example.reverse
# Check full config as named user
sudo -u named named-checkconf -z
# Set correct ownership
sudo chown named:named /var/named/bmc.example.zone
sudo chown named:named /var/named/bmc.example.reverse
# Restart BIND
sudo systemctl restart named
sudo systemctl status named
# Open firewall
sudo firewall-cmd --add-service=dns --permanent
sudo firewall-cmd --reload","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,dns,dn,verify,verifi,manage,manag,check,zone,files,file,named-checkzone,named-checkzon,bmc,example,exampl,var,named,name,in-addr,arpa,reverse,revers,full,config,user,users,account,useradd,adduser,userdel,usermod,person,login,new-aduser,named-checkconf,correct,ownership,chown,restart,systemctl,status,statu,open,firewall,firewall-cmd,iptables,port,allow,block,rule,permanent,firewal,add-service,add-servic,perman,reload,named bmc example,named bmc,var named bmc,var named,bmc example,named named,sudo named-checkzone,zone sudo",0.6868
networking cheat sheet,11. LINUX BIND DNS - TESTING,,command,"# Forward lookup
dig @192.168.15.1 bmc.example
nslookup bmc.example
# Reverse lookup
dig @192.168.15.1 -x 192.168.15.1
# From Windows 10 client
nslookup 192.168.15.1 192.168.15.1
Resolve-DnsName rocky1.bmc.example -Server 192.168.15.1","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,dns,dn,testing,test,forward,lookup,dig,bmc,example,exampl,nslookup,reverse,revers,windows,server,win,microsoft,ad,domain,active directory,window,client,pc,desktop,computer,workstation,join,resolve-dnsname,resolve-dnsnam,rocky1,lookup dig,bmc example,from windows client,bmc example reverse,example reverse,from windows,windows client,linux bind",0.7154
networking cheat sheet,12. LINUX - NETWORK/DNS CLIENT CONFIG,,command,"nmcli connection show
# Set DNS on Linux segment
sudo nmcli connection modify ens160 ipv4.dns 192.168.15.1
# Remove DNS from NAT adapter
sudo nmcli connection modify ""Profile 1"" ipv4.dns """"
# Apply
sudo nmcli connection down ens160 && sudo nmcli connection up ens160
cat /etc/resolv.conf","linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,network,work,dns,dn,client,pc,desktop,computer,workstation,join,domain,windows,config,nmcli,connection,connect,show,display,list,view,check,get,verify,print,segment,modify,modifi,ens160,ipv4,remove,delete,del,userdel,uninstall,erase,drop,remov,nat,translation,inside,outside,overload,masquerade,pat,adapter,adapt,profile,profil,apply,appli,cat,resolv,conf,nmcli connection,ipv4 dns,ens160 ipv4,apply sudo,client config,dns on,linux network,linux segment",0.7005
networking cheat sheet,NETWORK OVERVIEW,,command,"DC1 (Windows Server GUI)
Ethernet0   192.168.14.1    (LAN)
Ethernet1   192.168.127.177 (NAT - DNS reg disabled)
W2022Core2 (Windows Core - DHCP)
Ethernet0   192.168.14.4
Rocky1/roshan.hu (Linux - BIND DNS)
ens160      192.168.15.1    (Linux segment)
ens224      192.168.127.x   (NAT)
Windows 10 Client
Windows Segment  DHCP 192.168.14.x  DNS: 192.168.14.1
Linux Segment    DHCP 192.168.15.x  DNS: 192.168.15.1
DHCP Scope (W2022Core2):
Range:   192.168.14.100-199
Gateway: 192.168.14.1 (opt 003)
DNS:     192.168.14.2 (opt 006)
Domain:  bmc.test     (opt 015)
DNS Zones:
bmc.test    -> Windows DNS DC1    (192.168.14.1)
bmc.example -> Linux BIND Rocky1  (192.168.15.1)","network,work,overview,dc1,windows,server,win,microsoft,ad,domain,active directory,window,gui,ethernet0,lan,ethernet1,nat,translation,inside,outside,overload,masquerade,pat,dns,dn,reg,disabled,disabl,w2022core2,core,dhcp,ip,address,lease,pool,router,rocky1,roshan,hu,linux,unix,bash,shell,dnf,rpm,sudo,rocky,redhat,rhel,bind,ens160,segment,ens224,client,pc,desktop,computer,workstation,join,scope,range,rang,gateway,opt,bmc,test,zones,zone,example,exampl,dhcp dns,linux segment,linux bind,bmc test,dns zones,domain bmc,domain bmc test,windows server gui",0.6784
powershell cheat sheet,Powershell Cheat Sheet,Navigation,prose,# Get current directory,"windows,server,win,microsoft,ad,domain,active directory,powershell,cmdlet,new-aduser,import-csv,module,script,bulk,active,directory,powershel,cheat,sheet,navigation,navig,current,directori,current directory,powershell cheat,powershell cheat sheet,cheat sheet",0.712
powershell cheat sheet,Powershell Cheat Sheet,Get-Location,command,"# Change directory
Set-Location C:\Path\To\Folder
cd C:\Path\To\Folder  # shortcut
# List files & folders","windows,server,win,microsoft,ad,domain,active directory,powershell,cmdlet,new-aduser,import-csv,module,script,bulk,active,directory,powershel,cheat,sheet,get-location,get-loc,-location,change,chang,directori,set-location,set-loc,path,folder,cd,shortcut,list,files,file,folders,path to folder,to folder,path to,list files folders,change directory,list files,powershell cheat,powershell cheat sheet",0.7522
powershell cheat sheet,Powershell Cheat Sheet,Get-ChildItem,command,"ls  # shortcut
dir  # shortcut
# List detailed info
Get-ChildItem -Force  # includes hidden files","windows,server,win,microsoft,ad,domain,active directory,powershell,cmdlet,new-aduser,import-csv,module,script,bulk,active,directory,powershel,cheat,sheet,get-childitem,-childitem,ls,shortcut,dir,list,detailed,detail,info,force,forc,includes,includ,hidden,files,file,detailed info,hidden files,powershell cheat,powershell cheat sheet,cheat sheet",0.7292
